ogr_DogID,Age,Breed,Color,Sex,GoodAppetite,FoodAmount,Weight,Health,StoolFirm,EnergyLevel,EliminationInCrate,QuietInCrate,RespondsToCommandKennel,NoInappropriateChewing,Housemanners,LeftUnattended,EliminationInHouse,PlaybitePeople,StealsFood,OnFurniture,BarksExcessively,RaidsGarbage,CounterSurfingJumpOnDoors,JumpOnPeople,FriendlyWAnimals,GoodWKids,GoodWStrangers,WalksWellOnLeash,KnowCommandGetBusy,EliminatesOnRoute,ChasingAnimals,TrafficFear,NoiseFear,Stairs,SitsOnCommand,DownOnCommand,StaysOnCommand,ComeOnLeash,ComeOffLeash,CanGivePills,EarCleaning,NailCutting,AttendsClasses,BehavesWellClass,AttendsHomeSwitches,Status
20017,8,2,1,1,1,4,50,5,5,5,5,5,5,5,4,4,5,4,4,5,5,3,3,4,5,5,5,4,4,3,4,5,3,5,5,5,5,5,4,5,5,5,5,4,5,0
20017,4,2,1,1,1,3,32,5,3,5,5,5,3,4,3,3,4,3,3,4,5,4,2,3,5,5,5,3,3,3,4,5,5,5,5,5,3,5,4,5,5,5,5,4,5,0
20016,7,2,1,1,1,3,49,3,5,5,5,5,5,3,3,3,5,3,5,3,5,2,2,3,5,5,5,4,5,5,3,5,5,5,5,4,4,5,4,5,4,3,5,4,5,0
20015,4,2,1,1,1,1,30.8,5,5,4,5,5,5,4,4,4,5,4,5,4,4,5,5,3,5,5,5,3,5,4,3,4,5,4,5,4,3,4,5,5,5,4,5,4,5,0
20014,3,2,1,0,1,3,22,5,4,5,5,5,4,4,4,4,4,3,4,5,3,5,5,3,5,5,5,3,4,4,4,5,5,5,5,3,1,4,5,5,5,5,5,5,1,0
20013,8,2,1,1,1,3,50,5,5,3,5,3,4,4,4,4,5,5,5,5,3,5,3,3,3,3,3,4,5,4,5,5,5,3,5,5,4,5,4,5,5,5,4,3,1,0
20013,4,2,1,1,1,3,30,5,5,4,5,3,4,4,3,3,5,3,5,4,4,5,3,3,4,4,5,5,5,4,5,5,5,4,5,5,4,5,4,5,4,4,5,3,1,0
20011,4,2,1,1,1,1,35,5,5,5,5,5,5,4,3,2,5,5,4,5,5,4,5,5,5,5,5,4,5,5,5,4,5,5,5,3,3,5,5,5,5,5,4,3,1,0
19988,4,2,1,0,1,1,22,5,5,5,5,5,4,5,4,4,4,4,5,4,4,5,5,4,5,5,5,4,4,4,4,5,5,5,4,4,3,4,4,3,5,4,5,5,5,0
19987,7,2,1,1,1,1,44,5,5,5,5,4,5,5,5,5,5,4,5,5,4,5,5,4,5,5,5,4,5,5,4,4,4,4,5,5,2,4,5,5,5,4,4,4,4,0
19984,8,2,5,1,1,1,48,4,5,5,5,5,5,5,4,5,5,5,4,5,5,4,4,5,5,5,5,5,3,5,3,5,5,5,4,4,5,5,4,5,5,5,5,5,5,0
19984,4,2,5,1,1,3.5,26,5,5,5,5,5,4,3,4,4,5,4,4,5,5,3,5,3,4,4,4,4,4,5,2,4,4,2,4,4,1,4,3,1,3,5,4,4,1,0
19983,4,2,5,1,1,3,40,5,4,4,5,4,4,5,4,5,5,4,5,4,5,5,5,3,5,5,5,5,4,4,4,5,5,5,4,4,3,4,4,4,4,3,4,5,5,0
19983,8,2,5,1,1,3,48,5,5,5,5,4,4,5,4,5,3,5,5,4,5,4,5,3,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,0
19982,8,2,5,1,1,3,50,5,5,5,5,3,5,5,5,5,5,5,5,5,3,5,5,4,5,5,5,4,5,4,5,5,5,5,4,4,4,4,5,3,5,4,5,4,3,0
19982,5,2,5,1,1,1,25,2,2,5,5,3,5,4,4,4,4,4,5,4,3,5,5,4,5,5,5,3,5,4,4,4,5,5,4,4,3,4,4,3,3,3,5,3,3,0
19981,8,2,5,1,1,4,52,5,4,4,5,3,4,3,3,3,5,4,2,5,4,3,2,5,5,5,5,3,4,4,2,4,5,4,5,5,5,4,3,3,4,5,5,3,1,0
19981,4,2,5,1,1,1,31,4,4,5,5,5,3,4,5,4,4,3,4,5,4,5,3,3,4,5,5,4,2,3,3,5,5,5,5,4,4,5,3,5,5,5,5,4,5,0
19980,8,2,1,0,1,1,45,4,5,5,5,5,5,5,4,4,5,5,5,5,3,4,5,4,5,5,5,5,5,5,4,5,5,5,5,5,3,5,4,5,5,3,5,4,5,0
19980,4,2,1,0,1,1,32,4,4,3,5,4,5,4,3,3,4,5,5,3,4,5,5,4,5,5,5,3,3,2,3,5,5,5,5,4,3,5,4,5,5,3,4,4,5,0
19979,8,4,2,1,1,4.5,60,5,5,4,5,4,5,5,5,5,5,4,5,5,4,5,5,4,5,5,5,4,4,4,4,5,5,5,5,5,4,5,5,5,4,3,4,4,5,0
19979,4,4,2,1,1,4,41,5,5,5,5,4,5,5,4,3,5,4,5,5,3,5,5,4,5,5,5,4,4,5,4,4,5,5,5,4,3,5,5,5,4,3,4,3,4,0
19966,7,2,5,0,1,3,55,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,4,5,4,5,5,5,5,4,4,4,5,5,5,5,4,5,0
19965,8,2,5,0,1,1,55,5,5,5,5,4,4,4,3,4,5,4,5,5,2,4,5,4,5,4,4,4,4,2,4,4,5,5,5,5,4,5,4,5,5,5,5,2,5,0
19964,4,2,5,1,1,1,28,5,4,4,5,3,4,4,4,3,4,3,5,4,3,4,4,3,5,5,5,3,4,3,4,4,5,4,4,4,3,4,3,4,4,3,5,4,4,0
19963,4,2,5,0,1,3,37.5,5,5,5,5,5,5,5,4,5,4,4,5,5,4,5,5,5,5,5,5,3,5,3,5,5,5,4,5,5,5,5,5,5,3,4,5,4,1,0
19962,8,2,5,1,1,1,50,5,5,4,5,5,2,2,4,5,5,2,4,4,2,4,5,3,5,4,5,4,5,4,1,4,3,5,5,5,4,4,3,3,5,5,5,4,4,0
19962,5,2,5,1,1,1,45,5,5,5,5,4,2,1,2,4,3,1,2,1,4,1,2,1,4,2,5,2,5,2,2,3,1,5,5,4,2,4,4,4,5,5,5,4,1,0
19961,7,2,5,0,1,2.5,45,5,5,5,5,5,4,5,5,5,5,3,5,5,3,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,5,4,5,0
19961,3,2,5,0,1,1,19,4,4,5,5,4,3,4,5,3,4,4,5,4,4,5,5,5,5,5,5,4,4,4,4,4,5,2,5,5,2,1,1,5,5,5,5,4,4,0
19961,3,2,5,0,1,1,19,4,4,5,5,4,3,4,5,3,4,4,5,4,4,5,5,5,5,5,5,4,4,4,4,4,5,2,5,5,2,1,1,5,5,5,5,4,4,0
19961,7,2,5,0,1,2.5,45,5,5,5,5,5,4,5,5,5,5,3,5,5,3,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,5,4,5,0
19960,4,2,5,1,1,3,0,5,5,5,5,5,4,4,3,3,5,3,5,4,5,4,4,5,5,5,4,4,4,5,3,5,5,5,5,4,4,5,5,5,3,4,5,5,1,0
19960,7,2,5,1,1,1,43,5,5,4,5,4,4,5,5,4,5,3,5,4,5,5,5,4,5,5,5,4,3,4,4,5,5,5,5,4,4,5,5,5,4,4,5,4,1,0
19960,7,2,5,1,1,1,43,5,5,4,5,4,4,5,5,4,5,3,5,4,5,5,5,4,5,5,5,4,3,4,4,5,5,5,5,4,4,5,5,5,4,4,5,4,1,0
19956,5,2,5,0,1,3,40,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,4,4,4,4,4,4,5,5,5,5,5,5,5,4,5,5,4,5,4,5,0
19956,8,2,5,0,1,3.5,53,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,3,4,5,5,5,5,5,5,5,5,5,5,4,4,5,5,0
19955,4,2,5,1,1,3,29.5,5,5,5,5,4,4,2,3,4,3,2,5,5,4,4,5,4,5,5,5,4,5,4,4,5,5,5,5,5,4,5,5,5,5,4,5,5,5,0
19954,4,2,5,0,1,3,40,5,5,5,5,5,5,4,4,1,4,5,5,5,4,4,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,4,1,4,5,5,5,5,0
19954,7,2,5,0,1,1,58,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,1,5,5,5,5,5,0
19951,3,2,1,0,1,2.25,25,2,2,5,5,4,5,4,4,4,3,3,5,2,5,4,5,5,5,5,5,5,5,3,4,5,4,4,5,5,5,5,1,1,5,1,5,5,5,0
19950,8,2,1,1,1,1,53,5,5,5,5,3,5,4,4,4,5,4,5,4,2,4,4,2,3,4,4,4,4,4,3,5,5,2,4,4,4,5,5,5,4,3,5,4,1,0
19950,5,2,1,1,1,3,44,5,5,5,5,3,4,4,3,4,5,3,4,3,2,3,3,2,4,4,5,4,4,5,4,5,5,2,4,4,4,5,5,5,4,2,5,4,3,0
19948,7,2,5,0,1,1,65,5,5,5,5,5,5,4,5,5,5,3,5,4,4,3,5,2,5,5,5,4,5,4,4,5,5,5,5,5,5,5,4,5,5,5,5,5,1,0
19948,4,2,5,0,1,1,40,4,5,5,5,5,4,2,4,3,5,2,5,4,5,2,5,2,5,5,5,4,4,2,5,5,5,5,5,5,5,5,2,5,4,2,5,5,1,0
19947,7,2,1,0,1,3.5,0,4,5,5,4,4,5,5,4,4,5,4,5,4,4,4,5,4,4,4,5,4,5,4,4,5,4,5,4,4,4,5,5,3,4,4,5,5,5,0
19946,8,2,1,0,1,3,62,4,5,5,5,4,5,3,5,5,5,3,5,5,4,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,4,4,5,0
19944,8,2,5,1,1,3,46,5,5,4,5,4,5,3,3,2,5,3,3,4,5,5,2,2,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,5,5,5,5,4,4,0
19933,7,2,5,1,1,1,54,5,5,5,5,3,5,3,3,3,5,5,1,4,3,4,4,4,5,5,5,5,4,4,4,3,5,5,5,5,4,4,4,3,3,3,5,5,1,0
19932,7,2,5,0,1,1,50,5,5,4,5,5,4,3,4,4,5,3,4,4,3,4,5,4,5,5,5,4,5,3,5,4,3,5,4,5,5,5,5,5,5,3,5,4,4,0
19932,4,2,5,0,1,5,33,3,4,5,5,5,3,3,4,4,4,4,5,4,5,3,5,4,5,5,5,5,5,4,5,5,3,5,4,5,3,5,5,4,5,4,0,4,3,0
19931,3,2,5,1,1,2.25,25,5,5,5,5,5,4,3,4,3,4,4,5,4,5,4,4,2,4,3,4,5,2,4,4,4,5,5,5,4,1,5,4,4,3,4,5,4,1,0
19931,8,2,5,1,1,3,51,5,5,4,5,3,5,5,5,5,5,4,5,5,3,5,5,3,5,4,5,3,5,5,4,4,5,5,5,5,4,5,4,3,4,4,5,4,4,0
19919,4,2,5,1,1,1,35,5,5,5,5,4,3,4,4,3,5,3,5,4,4,4,4,4,4,4,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,3,5,5,3,0
19917,4,2,5,0,1,5.5,45,5,5,4,5,5,4,3,4,4,5,3,1,4,3,5,5,3,5,5,5,0,3,0,4,5,4,5,5,5,4,5,5,1,5,5,5,4,1,0
19917,8,2,5,0,1,3,65,5,5,4,5,3,5,3,4,4,5,4,4,4,4,5,5,2,5,5,5,4,5,3,5,5,5,5,5,5,5,5,3,5,5,5,5,4,1,0
19914,4,2,5,0,1,4,27,5,5,5,5,5,5,4,4,4,5,4,5,0,3,5,5,3,5,5,5,3,5,4,5,5,5,5,5,5,3,5,5,5,5,5,5,4,5,0
19914,8,2,5,0,1,5,57,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,2,5,4,4,5,5,5,5,5,4,5,4,5,5,4,5,5,5,0
19910,4,4,2,1,1,3,40,5,5,4,5,4,4,4,4,3,5,4,5,5,4,5,4,3,4,4,5,4,5,4,4,3,3,4,5,5,3,5,4,2,3,4,5,3,1,0
19910,8,4,2,1,1,1,67.5,3,4,5,5,4,5,5,3,1,5,4,4,4,4,4,3,4,4,5,4,5,5,4,3,4,3,4,5,4,4,5,4,5,3,5,5,4,5,0
19909,8,4,4,1,1,3,61,1,5,5,5,5,5,4,3,4,5,3,5,4,5,5,5,2,5,5,5,4,5,5,5,5,5,5,5,5,3,5,5,5,3,5,5,4,1,0
19909,4,4,2,1,1,3.5,35,5,5,5,4,3,4,3,3,3,4,3,5,2,5,4,5,2,5,5,5,4,5,5,5,5,5,5,5,5,3,4,2,5,3,5,0,5,1,0
19903,8,2,1,1,1,4,47,3,5,5,5,3,4,5,5,5,5,4,5,5,3,5,5,4,5,5,5,5,4,5,4,5,4,5,5,5,4,5,5,5,5,4,5,5,4,0
19903,4,2,1,1,1,1,26.2,2,3,4,5,3,3,5,5,4,5,4,5,5,5,4,5,4,5,4,4,5,4,4,4,4,4,5,5,3,3,5,5,5,5,4,5,5,5,0
19900,4,2,5,1,1,3,37,5,5,5,5,4,4,4,4,3,5,5,5,4,3,4,4,4,5,5,5,4,5,5,3,4,4,5,5,4,1,4,4,4,4,4,5,4,5,0
19899,8,2,1,0,1,3,60,3,5,4,5,4,5,4,4,3,5,4,4,4,5,3,5,3,4,4,5,4,5,4,4,4,5,4,5,5,4,5,5,5,5,5,5,3,5,0
19899,4,2,1,0,1,3.5,34.5,4,3,4,5,4,4,2,2,1,4,2,1,2,3,3,2,3,5,5,5,4,5,3,3,1,4,5,5,5,1,5,5,3,3,3,4,5,4,0
19899,8,2,1,0,1,3,60,3,5,4,5,4,5,4,4,3,5,4,4,4,5,3,5,3,4,4,5,4,5,4,4,4,5,4,5,5,4,5,5,5,5,5,5,3,5,0
19899,4,2,1,0,1,3.5,34.5,4,3,4,5,4,4,2,2,1,4,2,1,2,3,3,2,3,5,5,5,4,5,3,3,1,4,5,5,5,1,5,5,3,3,3,4,5,4,0
19898,4,2,5,0,1,1,31,5,4,4,4,3,3,2,3,1,5,1,5,5,4,2,3,2,5,5,5,5,4,4,2,2,3,3,5,5,2,4,1,1,1,1,5,5,1,0
19898,7,2,5,0,1,1,64,3,5,4,5,4,4,4,5,4,5,2,3,4,5,3,4,3,5,5,5,4,5,3,1,3,5,4,5,5,4,4,4,3,2,3,5,4,5,0
19896,8,2,5,1,0,3,37,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,0
19896,4,2,5,1,1,3,24,5,4,5,4,3,5,4,4,4,4,3,4,4,5,5,5,3,5,5,5,4,5,4,5,5,5,5,5,5,4,5,5,5,5,4,5,4,1,0
19895,4,2,1,1,1,1,36,5,4,3,4,3,4,2,3,3,4,1,5,0,5,5,4,2,4,3,2,4,4,3,2,4,4,4,4,5,1,4,4,5,4,4,5,2,4,0
19894,8,2,5,1,1,3,48.5,3,5,5,5,5,5,5,5,4,5,4,5,5,4,5,5,3,5,5,5,4,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,0
19894,4,2,5,1,1,1,29,5,5,5,5,4,5,4,5,5,4,3,5,3,4,5,5,3,5,5,5,5,5,4,3,5,5,5,5,4,4,5,5,5,5,5,5,5,5,0
19891,6,2,5,0,1,3,42,5,5,4,5,3,5,3,3,3,5,2,5,4,2,4,4,5,4,5,5,5,4,2,3,5,5,5,5,5,4,4,2,3,5,4,5,4,4,0
19889,8,2,1,0,1,3,65,5,5,5,5,5,5,5,3,4,5,4,4,4,5,4,5,3,5,5,5,2,5,3,3,5,5,5,5,5,3,5,4,5,3,3,5,4,3,0
19889,4,2,1,0,1,3,35,5,5,5,5,5,5,3,4,2,5,4,4,5,5,3,4,3,5,5,5,4,5,4,5,4,5,5,5,4,4,5,3,5,0,0,5,5,0,0
19878,4,2,1,0,1,1,35,5,5,5,4,5,5,3,4,4,5,3,4,5,4,5,5,4,5,5,5,3,4,4,4,5,5,5,5,5,4,4,4,5,4,3,5,4,3,0
19878,8,2,1,0,1,1,56,5,4,5,5,4,5,4,5,5,5,3,5,4,5,3,5,5,5,5,5,4,5,4,4,5,5,5,5,5,4,4,4,5,5,3,5,4,5,0
19876,8,2,5,1,1,6,51,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,4,5,5,5,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,4,0
19876,4,2,5,1,1,4.5,0,5,5,5,5,4,4,5,4,4,5,5,5,5,4,5,5,5,4,3,5,5,5,4,4,5,5,5,5,5,2,4,2,5,5,4,5,4,1,0
19872,7,2,5,1,1,1,55,4,4,5,5,4,4,4,3,3,5,4,2,3,3,4,3,3,5,5,5,4,5,3,2,5,5,5,5,5,5,5,3,5,5,1,5,4,5,0
19872,4,2,5,1,1,1,34,4,4,5,5,3,2,4,4,3,4,3,5,4,4,4,4,3,4,5,5,4,4,5,5,5,5,4,5,5,4,3,4,5,4,2,4,4,3,0
19871,4,2,5,0,1,4,43,5,5,5,5,3,4,3,4,3,4,3,5,5,4,4,4,3,5,5,5,3,4,4,4,5,5,5,5,4,3,5,5,5,3,3,5,5,5,0
19871,8,2,5,0,1,1,76,5,5,5,5,5,5,3,4,4,5,3,5,5,5,5,5,4,5,5,5,4,4,4,4,5,5,5,5,4,4,5,5,3,4,3,5,5,5,0
19869,4,2,5,0,1,3,37,3,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,3,3,3,3,3,4,4,4,5,4,4,0
19869,7,2,5,0,1,4,54.4,3,4,4,4,3,4,4,4,4,4,5,5,5,3,5,5,4,4,4,4,5,4,3,4,4,4,4,3,4,3,4,4,4,4,4,4,4,3,0
19868,5,2,1,0,1,3,47,5,5,5,1,1,4,3,3,1,1,3,4,3,1,3,3,3,5,5,5,3,2,3,3,4,4,5,4,3,3,3,3,3,3,3,4,3,5,0
19868,8,2,1,0,1,1,63.5,4,5,4,4,3,4,5,3,3,4,5,3,4,3,5,3,5,5,4,5,5,4,5,4,4,5,5,4,4,4,4,4,5,4,4,1,5,1,0
19867,8,2,1,0,1,1,64,4,5,5,4,3,5,4,4,4,4,5,5,5,4,4,4,5,5,5,5,4,5,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,5,0
19867,5,2,1,0,1,3,42,5,5,5,4,3,4,5,5,5,4,4,5,5,4,5,5,4,5,5,5,4,4,4,4,4,5,5,4,4,4,5,5,5,5,4,5,5,5,0
19866,4,2,1,0,1,3,40,5,5,3,5,5,5,3,3,3,4,3,5,4,4,5,5,3,4,3,3,3,4,3,3,4,5,4,3,3,3,3,3,5,4,4,3,2,1,0
19866,7,2,1,0,1,3,67,5,4,4,5,4,4,3,3,3,5,4,3,4,4,3,4,3,4,5,5,3,3,3,3,4,4,4,4,4,4,3,3,5,4,4,4,3,4,0
19864,4,2,1,0,1,3,41,5,4,5,4,4,5,3,4,3,3,2,1,2,4,1,4,1,3,5,5,3,4,3,1,4,3,4,4,2,4,4,5,1,4,4,4,4,4,0
19864,6,2,1,0,1,3,54,5,5,5,5,5,5,3,4,3,4,4,4,3,4,4,4,3,5,5,5,4,4,3,5,4,4,5,5,4,3,5,5,1,4,3,5,4,5,0
19863,4,2,1,1,1,3,27,5,4,4,5,5,5,4,4,2,4,2,5,4,5,5,5,3,5,5,5,4,5,4,4,4,3,5,5,5,4,4,4,1,3,4,5,4,3,0
19863,8,2,1,1,1,2,46,4,5,5,5,5,5,5,5,4,5,3,5,5,5,5,5,4,5,5,5,5,5,4,5,4,3,5,5,5,5,5,5,5,5,4,5,4,5,0
19862,5,2,1,0,1,1,50,4,5,4,5,4,4,4,4,4,5,3,1,5,4,4,5,4,5,4,4,3,5,4,4,5,5,5,5,4,4,5,4,5,5,4,5,4,4,0
19861,4,2,1,0,1,3,32,5,5,5,5,4,5,4,4,5,5,5,5,4,4,5,5,3,5,5,5,4,3,3,5,5,5,3,5,5,4,5,5,5,5,5,5,4,5,0
19861,7,2,1,0,0,3,52,5,5,5,5,3,5,4,3,1,5,3,5,4,5,4,3,3,4,5,5,4,3,3,5,4,4,5,5,5,3,5,3,5,5,5,5,4,3,0
19860,8,2,5,1,1,2,48,5,5,4,5,4,4,5,5,4,5,3,4,5,2,3,5,3,5,5,4,4,5,5,4,4,4,5,4,4,4,4,4,5,4,4,5,4,4,0
19860,3,2,5,1,1,3,20,5,4,4,5,3,4,4,4,1,4,2,5,5,3,5,5,4,5,5,5,4,5,5,3,4,3,4,5,4,1,5,5,5,5,4,5,3,5,0
19859,5,2,5,1,1,1,35,4,5,5,5,3,3,4,4,3,5,5,5,4,4,5,5,4,5,5,5,5,5,5,5,4,3,3,5,5,4,4,3,5,5,5,5,5,2,0
19857,8,2,5,1,1,4,52,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,3,5,5,5,4,3,3,3,5,5,5,5,5,5,5,5,5,5,3,5,5,5,0
19857,4,2,5,1,1,3,28.8,5,5,5,5,5,5,5,5,4,4,5,5,5,3,3,5,3,5,5,5,3,4,3,3,5,5,5,5,5,3,5,5,5,5,3,5,5,1,0
19854,4,2,1,0,1,3.5,38,4,5,4,5,4,4,5,5,4,5,4,5,5,3,5,5,2,4,3,3,2,4,4,3,4,5,5,5,5,4,4,4,5,3,3,5,2,3,0
19854,8,2,1,0,1,1,60,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,4,4,4,4,4,5,3,4,4,5,5,5,5,4,5,3,5,5,4,5,4,5,0
19853,5,2,1,0,1,3,40,5,5,4,5,4,5,3,4,4,5,5,3,4,3,4,4,3,5,5,5,4,5,4,5,5,5,5,5,5,4,5,5,5,5,5,5,4,1,0
19853,8,2,1,0,1,3,57,5,5,5,5,4,5,5,5,5,5,5,5,4,4,5,5,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0
19851,8,2,1,0,1,2,61,5,5,5,5,5,5,4,4,3,5,4,5,5,5,5,5,4,3,5,5,5,4,4,3,4,5,5,5,5,5,5,5,3,3,5,5,4,4,0
19851,4,2,1,0,1,3,35,4,4,5,5,4,5,3,4,2,4,3,5,4,4,5,5,4,3,5,5,5,4,3,3,4,5,3,5,5,3,4,4,3,3,4,5,4,3,0
19850,4,2,1,1,1,3,30,5,4,5,5,5,5,5,5,5,5,5,5,4,5,4,5,4,5,5,5,4,5,5,5,4,4,4,5,5,5,5,4,5,4,4,5,5,5,0
19850,8,2,1,1,1,3,50,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,4,5,4,4,5,5,5,5,5,5,5,4,5,5,4,5,5,5,0
19849,4,2,1,1,1,3,30,0,3,5,5,4,4,4,4,4,4,4,5,5,4,5,5,3,5,5,5,3,5,4,4,4,5,3,5,4,4,5,4,1,3,2,5,3,1,0
19848,10,2,1,0,1,5,70,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,4,5,5,5,4,5,4,3,5,5,5,5,4,5,5,5,5,5,4,5,4,5,0
19847,8,4,2,1,1,5.5,57,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,4,5,0
19846,6,4,2,0,1,5,53,5,4,4,5,3,4,5,4,4,4,4,3,4,4,4,4,5,5,5,5,4,4,5,4,4,4,5,5,3,4,5,4,5,5,5,5,4,3,0
19846,9,4,2,0,1,1,72,5,5,5,5,4,4,5,4,4,5,4,5,5,4,5,4,4,5,5,5,5,4,4,4,4,4,5,5,4,5,5,5,5,4,5,4,4,5,0
19845,8,4,2,0,1,4,64,4,4,4,5,4,5,3,3,3,5,3,4,5,4,3,4,3,3,3,3,5,5,3,3,5,4,5,5,5,4,4,4,4,4,5,4,4,4,0
19845,4,4,2,0,1,3,30,4,4,4,5,4,4,3,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,3,0
19844,8,4,2,0,1,4,66,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,5,5,5,4,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,0
19844,4,4,2,0,1,1,34,5,5,5,5,5,5,4,4,4,5,5,5,5,3,3,5,3,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,3,5,4,4,0
19843,5,4,2,1,1,1,52,5,4,5,5,5,5,5,3,4,5,3,3,4,5,5,5,1,4,5,5,4,0,3,2,3,4,5,5,5,3,5,4,5,5,5,5,4,5,0
19843,7,4,2,1,1,1,56,5,4,4,5,3,4,4,4,4,4,4,5,4,4,4,3,4,5,5,4,5,4,4,4,4,4,4,4,4,3,4,4,4,4,4,5,5,3,0
19842,9,4,2,0,1,1,74,5,5,5,5,5,5,3,4,4,5,4,4,5,5,5,5,4,5,5,5,5,5,4,5,4,5,5,5,5,4,5,4,5,4,5,4,4,5,0
19842,5,4,2,0,1,1,45,5,5,4,5,5,4,4,5,5,5,3,5,5,4,5,5,4,5,5,5,5,5,3,5,3,4,5,5,5,5,0,5,3,4,3,5,4,5,0
19841,5,4,2,0,1,1,46,5,5,5,5,5,5,4,4,4,5,5,5,5,4,5,5,5,5,5,5,5,5,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0
19841,8,4,2,0,1,1,70,5,4,5,5,4,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,3,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,0
19809,9,2,5,0,1,4,65,5,5,5,5,5,5,4,4,4,5,3,4,4,4,4,4,3,5,5,5,4,4,4,4,4,5,5,4,4,4,5,4,5,4,2,4,4,4,0
19809,3,2,5,0,1,3,19,4,5,5,5,4,4,3,4,2,4,2,2,3,3,4,3,4,5,5,5,4,5,4,4,5,4,4,5,3,3,4,2,3,4,3,5,4,5,0
19809,6,2,5,0,1,4,45,3,5,5,5,5,5,4,3,4,5,3,4,4,4,3,5,4,4,5,5,4,5,4,3,4,4,5,4,4,4,4,3,5,4,2,5,4,5,0
19808,5,2,1,1,1,3.5,41,5,5,5,5,4,5,3,3,2,4,4,3,4,4,3,3,4,3,4,4,4,4,4,3,4,4,5,4,4,3,4,4,5,5,3,5,5,1,0
19808,10,2,1,1,1,3,54,4,5,5,5,4,5,4,4,3,5,5,4,5,4,3,3,4,4,5,5,4,4,4,4,5,5,5,5,5,4,5,4,5,5,5,5,5,5,0
19807,4,2,5,0,1,3,29,5,4,5,5,4,5,4,5,4,5,5,5,5,4,0,5,4,5,5,5,3,3,3,4,5,4,5,5,4,4,5,5,5,4,4,5,4,0,0
19805,3,2,5,1,1,1,20,4,5,5,2,5,5,4,4,3,2,4,4,5,5,5,5,4,5,4,5,5,4,2,4,3,5,4,5,4,5,5,5,5,3,4,5,4,1,0
19805,9,2,5,1,1,1,60,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,4,5,5,5,4,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0
19803,9,2,5,0,1,4,65,4,5,5,5,5,5,4,5,5,5,3,5,5,5,5,4,5,5,5,5,4,3,3,5,5,5,5,4,5,5,4,3,4,5,5,5,5,5,0
19803,4,2,5,0,1,3,30,5,5,5,5,3,2,4,4,4,5,1,5,4,3,4,5,4,5,5,5,3,3,2,4,5,5,5,4,3,1,3,3,5,5,4,5,5,1,0
19802,8,2,1,0,1,3,60,5,4,5,5,4,4,4,4,5,5,3,3,5,4,4,5,5,4,5,5,3,4,3,4,5,5,5,5,5,4,5,5,5,5,5,5,3,5,0
19802,4,2,1,0,1,3,32.4,5,4,4,5,3,3,3,4,3,4,1,4,3,3,3,4,3,4,4,5,5,4,1,3,5,5,5,5,4,2,4,4,5,4,4,5,4,3,0
